Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
3610,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.352,0.898,0.216,0.103,0.089,0.682,0.088,0.087,0.293,0.837,0.186,0.09,0.087,0.629,0.087,0.086,0.299,0.841,0.194,0.095,0.09,0.63,0.086,0.087,0.256,0.863,0.175,0.132,0.087,0.631,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3620,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.353,0.899,0.217,0.103,0.089,0.685,0.088,0.087,0.298,0.838,0.191,0.09,0.087,0.63,0.087,0.086,0.299,0.84,0.195,0.095,0.09,0.632,0.086,0.087,0.261,0.864,0.183,0.134,0.087,0.633,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3630,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.353,0.898,0.218,0.103,0.089,0.686,0.088,0.087,0.301,0.835,0.193,0.09,0.087,0.632,0.087,0.086,0.301,0.84,0.196,0.095,0.089,0.633,0.086,0.087,0.266,0.864,0.188,0.135,0.087,0.635,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3640,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.354,0.898,0.219,0.103,0.089,0.688,0.088,0.087,0.299,0.834,0.194,0.09,0.086,0.634,0.087,0.086,0.3,0.84,0.196,0.095,0.089,0.635,0.086,0.087,0.271,0.864,0.192,0.137,0.087,0.636,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3650,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.355,0.9,0.22,0.104,0.089,0.69,0.088,0.087,0.3,0.835,0.195,0.091,0.087,0.635,0.087,0.086,0.301,0.839,0.197,0.095,0.089,0.636,0.086,0.087,0.276,0.864,0.193,0.139,0.087,0.638,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3660,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.356,0.899,0.22,0.105,0.089,0.692,0.088,0.087,0.301,0.834,0.195,0.09,0.087,0.637,0.087,0.086,0.301,0.839,0.197,0.095,0.089,0.638,0.086,0.087,0.281,0.866,0.195,0.141,0.087,0.64,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3670,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.358,0.9,0.22,0.105,0.089,0.694,0.088,0.087,0.302,0.834,0.196,0.091,0.087,0.639,0.087,0.086,0.303,0.839,0.197,0.095,0.09,0.639,0.086,0.087,0.287,0.865,0.197,0.142,0.087,0.642,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3680,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.36,0.9,0.221,0.105,0.089,0.695,0.088,0.087,0.302,0.833,0.197,0.091,0.087,0.64,0.087,0.086,0.304,0.838,0.198,0.096,0.089,0.641,0.087,0.087,0.292,0.865,0.197,0.143,0.087,0.643,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3690,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.361,0.901,0.221,0.106,0.089,0.697,0.088,0.087,0.303,0.836,0.197,0.091,0.087,0.642,0.087,0.086,0.306,0.838,0.199,0.096,0.089,0.644,0.086,0.087,0.298,0.865,0.198,0.144,0.087,0.645,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3700,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.362,0.902,0.223,0.105,0.089,0.699,0.088,0.087,0.305,0.833,0.198,0.091,0.087,0.643,0.087,0.086,0.307,0.838,0.199,0.096,0.09,0.645,0.086,0.087,0.298,0.865,0.198,0.144,0.087,0.647,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3710,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.365,0.901,0.223,0.106,0.089,0.701,0.088,0.087,0.306,0.832,0.198,0.091,0.087,0.645,0.087,0.086,0.309,0.837,0.2,0.096,0.09,0.646,0.086,0.087,0.299,0.866,0.2,0.147,0.087,0.648,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3720,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.366,0.901,0.224,0.107,0.089,0.703,0.088,0.087,0.308,0.835,0.199,0.091,0.087,0.646,0.087,0.086,0.31,0.837,0.201,0.096,0.09,0.648,0.086,0.087,0.299,0.866,0.2,0.148,0.087,0.651,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3730,0.088,0.088,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.369,0.901,0.225,0.107,0.089,0.705,0.088,0.087,0.309,0.833,0.199,0.091,0.087,0.648,0.087,0.086,0.316,0.836,0.201,0.096,0.089,0.65,0.086,0.087,0.3,0.867,0.201,0.152,0.087,0.652,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3740,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.37,0.902,0.225,0.107,0.089,0.706,0.088,0.087,0.31,0.832,0.2,0.092,0.087,0.65,0.087,0.086,0.311,0.835,0.202,0.096,0.089,0.651,0.086,0.087,0.301,0.867,0.202,0.155,0.087,0.654,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3750,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.371,0.904,0.226,0.108,0.089,0.709,0.088,0.087,0.31,0.832,0.201,0.091,0.087,0.652,0.087,0.086,0.312,0.835,0.203,0.096,0.09,0.653,0.087,0.087,0.302,0.867,0.202,0.157,0.087,0.656,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3760,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.374,0.902,0.226,0.108,0.089,0.71,0.088,0.087,0.312,0.832,0.201,0.092,0.087,0.653,0.087,0.086,0.314,0.836,0.203,0.096,0.09,0.654,0.086,0.087,0.304,0.867,0.202,0.158,0.087,0.658,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3770,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.375,0.902,0.227,0.108,0.089,0.712,0.087,0.087,0.313,0.833,0.202,0.092,0.087,0.655,0.087,0.086,0.316,0.835,0.204,0.097,0.089,0.656,0.086,0.087,0.305,0.868,0.203,0.162,0.087,0.659,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3780,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.377,0.902,0.227,0.109,0.089,0.714,0.088,0.087,0.313,0.83,0.202,0.092,0.087,0.656,0.087,0.086,0.316,0.835,0.204,0.096,0.089,0.658,0.087,0.087,0.306,0.867,0.203,0.163,0.087,0.661,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3790,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.379,0.903,0.229,0.108,0.089,0.715,0.088,0.087,0.315,0.831,0.203,0.092,0.087,0.658,0.087,0.086,0.318,0.835,0.205,0.097,0.089,0.659,0.087,0.087,0.307,0.867,0.204,0.165,0.087,0.663,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3800,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.381,0.903,0.229,0.109,0.089,0.716,0.088,0.087,0.317,0.83,0.203,0.092,0.087,0.66,0.087,0.086,0.319,0.834,0.205,0.097,0.089,0.661,0.086,0.087,0.308,0.869,0.205,0.167,0.087,0.664,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3810,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.385,0.906,0.23,0.111,0.089,0.719,0.088,0.087,0.319,0.83,0.204,0.093,0.087,0.661,0.087,0.086,0.321,0.834,0.206,0.097,0.09,0.662,0.087,0.087,0.31,0.868,0.206,0.168,0.087,0.665,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3820,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.385,0.905,0.231,0.112,0.089,0.721,0.088,0.087,0.32,0.831,0.205,0.093,0.087,0.662,0.087,0.086,0.323,0.834,0.207,0.098,0.09,0.664,0.086,0.087,0.311,0.868,0.206,0.172,0.087,0.668,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3830,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.387,0.904,0.232,0.113,0.089,0.722,0.088,0.087,0.321,0.829,0.206,0.093,0.087,0.664,0.087,0.086,0.323,0.833,0.208,0.097,0.089,0.665,0.086,0.087,0.313,0.869,0.207,0.174,0.087,0.669,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3840,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.39,0.905,0.234,0.113,0.089,0.724,0.088,0.087,0.323,0.827,0.206,0.093,0.087,0.666,0.087,0.086,0.325,0.833,0.208,0.097,0.089,0.667,0.087,0.087,0.315,0.869,0.208,0.175,0.087,0.671,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3850,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.392,0.905,0.234,0.112,0.089,0.726,0.088,0.087,0.324,0.829,0.206,0.093,0.087,0.667,0.087,0.086,0.327,0.833,0.209,0.098,0.089,0.668,0.086,0.087,0.316,0.869,0.208,0.177,0.087,0.672,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3860,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.395,0.905,0.235,0.114,0.089,0.727,0.088,0.087,0.326,0.828,0.207,0.093,0.087,0.668,0.087,0.086,0.329,0.832,0.21,0.098,0.089,0.67,0.087,0.087,0.317,0.869,0.209,0.18,0.088,0.673,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3870,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.396,0.906,0.236,0.114,0.089,0.729,0.088,0.087,0.328,0.828,0.208,0.093,0.086,0.67,0.087,0.086,0.33,0.832,0.21,0.098,0.089,0.671,0.087,0.087,0.319,0.87,0.21,0.182,0.087,0.675,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3880,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.399,0.907,0.237,0.113,0.089,0.731,0.088,0.087,0.329,0.83,0.209,0.094,0.087,0.671,0.087,0.086,0.331,0.832,0.211,0.098,0.089,0.672,0.087,0.087,0.321,0.87,0.21,0.185,0.087,0.677,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3890,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.401,0.907,0.237,0.113,0.089,0.732,0.088,0.087,0.33,0.827,0.21,0.094,0.087,0.673,0.087,0.086,0.333,0.832,0.212,0.099,0.089,0.674,0.086,0.087,0.323,0.871,0.211,0.186,0.087,0.679,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3900,0.087,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.403,0.906,0.239,0.114,0.089,0.734,0.088,0.087,0.332,0.83,0.211,0.094,0.087,0.674,0.087,0.086,0.334,0.831,0.212,0.098,0.089,0.675,0.087,0.087,0.324,0.87,0.212,0.19,0.087,0.68,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3910,0.087,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.406,0.908,0.239,0.114,0.089,0.735,0.088,0.087,0.333,0.828,0.211,0.094,0.087,0.675,0.087,0.086,0.335,0.831,0.213,0.099,0.089,0.676,0.087,0.087,0.326,0.871,0.213,0.19,0.087,0.681,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
3920,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.408,0.908,0.24,0.114,0.089,0.737,0.088,0.087,0.334,0.83,0.211,0.094,0.087,0.677,0.087,0.086,0.337,0.83,0.214,0.099,0.09,0.678,0.086,0.087,0.327,0.871,0.214,0.193,0.088,0.683,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3930,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.41,0.908,0.241,0.115,0.089,0.738,0.088,0.087,0.336,0.829,0.212,0.094,0.087,0.678,0.087,0.086,0.338,0.83,0.214,0.099,0.089,0.68,0.087,0.087,0.328,0.871,0.214,0.195,0.087,0.685,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3940,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.412,0.909,0.242,0.114,0.089,0.74,0.088,0.087,0.337,0.826,0.215,0.095,0.087,0.68,0.087,0.086,0.34,0.829,0.218,0.099,0.089,0.681,0.087,0.087,0.33,0.871,0.215,0.195,0.088,0.686,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3950,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.414,0.908,0.243,0.114,0.089,0.742,0.088,0.087,0.339,0.827,0.213,0.095,0.087,0.681,0.087,0.086,0.342,0.829,0.215,0.1,0.089,0.682,0.087,0.087,0.331,0.871,0.215,0.197,0.087,0.688,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3960,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.416,0.909,0.244,0.115,0.089,0.743,0.088,0.087,0.34,0.826,0.214,0.095,0.087,0.682,0.087,0.086,0.343,0.829,0.216,0.101,0.09,0.683,0.087,0.087,0.332,0.872,0.217,0.196,0.087,0.688,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3970,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.42,0.911,0.245,0.115,0.089,0.745,0.088,0.087,0.342,0.825,0.215,0.095,0.087,0.684,0.087,0.086,0.345,0.829,0.217,0.101,0.089,0.684,0.087,0.087,0.335,0.872,0.217,0.193,0.087,0.691,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3980,0.088,0.088,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.422,0.909,0.246,0.118,0.089,0.747,0.088,0.087,0.343,0.828,0.216,0.095,0.087,0.685,0.087,0.086,0.346,0.829,0.218,0.1,0.09,0.686,0.087,0.087,0.336,0.873,0.218,0.189,0.087,0.692,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3990,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.423,0.91,0.247,0.118,0.089,0.748,0.088,0.087,0.344,0.825,0.216,0.096,0.087,0.686,0.087,0.086,0.348,0.828,0.218,0.101,0.09,0.688,0.087,0.087,0.337,0.872,0.219,0.192,0.087,0.693,0.094,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
4000,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.427,0.91,0.248,0.118,0.089,0.75,0.088,0.087,0.345,0.824,0.217,0.096,0.087,0.688,0.087,0.086,0.349,0.828,0.218,0.1,0.089,0.689,0.087,0.087,0.339,0.872,0.22,0.195,0.087,0.695,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
4010,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.429,0.91,0.248,0.118,0.089,0.75,0.088,0.087,0.347,0.828,0.217,0.096,0.087,0.689,0.087,0.086,0.35,0.828,0.219,0.1,0.089,0.69,0.087,0.087,0.342,0.873,0.22,0.195,0.087,0.695,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4020,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.431,0.91,0.249,0.119,0.089,0.752,0.088,0.087,0.348,0.824,0.217,0.096,0.087,0.691,0.087,0.086,0.351,0.828,0.22,0.101,0.089,0.691,0.087,0.087,0.344,0.873,0.221,0.195,0.087,0.698,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4030,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.432,0.911,0.249,0.12,0.089,0.754,0.088,0.087,0.35,0.825,0.218,0.097,0.087,0.691,0.087,0.086,0.353,0.828,0.22,0.101,0.089,0.692,0.087,0.087,0.344,0.872,0.222,0.194,0.087,0.699,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4040,0.087,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.433,0.911,0.251,0.121,0.089,0.754,0.088,0.087,0.351,0.824,0.219,0.097,0.087,0.693,0.087,0.086,0.354,0.828,0.221,0.101,0.089,0.693,0.086,0.087,0.347,0.873,0.222,0.193,0.087,0.7,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4050,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.435,0.911,0.252,0.123,0.089,0.756,0.088,0.087,0.353,0.826,0.219,0.097,0.087,0.693,0.087,0.086,0.356,0.826,0.222,0.101,0.089,0.694,0.087,0.087,0.348,0.873,0.223,0.194,0.087,0.702,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4060,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.436,0.911,0.253,0.123,0.089,0.757,0.088,0.087,0.353,0.823,0.22,0.097,0.087,0.695,0.087,0.086,0.356,0.826,0.222,0.102,0.09,0.696,0.087,0.087,0.35,0.873,0.224,0.195,0.087,0.703,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4070,0.088,0.088,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.439,0.912,0.253,0.124,0.089,0.759,0.088,0.087,0.356,0.822,0.221,0.098,0.087,0.696,0.087,0.086,0.357,0.826,0.223,0.102,0.089,0.696,0.087,0.087,0.351,0.873,0.225,0.194,0.087,0.704,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
4080,0.088,0.088,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.443,0.912,0.255,0.125,0.089,0.761,0.088,0.087,0.357,0.823,0.222,0.098,0.087,0.697,0.087,0.086,0.359,0.825,0.223,0.102,0.09,0.698,0.087,0.087,0.354,0.874,0.226,0.194,0.087,0.706,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4090,0.088,0.088,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.443,0.913,0.255,0.125,0.089,0.762,0.088,0.087,0.358,0.823,0.223,0.098,0.087,0.698,0.087,0.086,0.36,0.826,0.224,0.102,0.089,0.7,0.087,0.087,0.355,0.879,0.226,0.197,0.087,0.707,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4100,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.444,0.912,0.256,0.127,0.089,0.763,0.088,0.087,0.359,0.826,0.226,0.099,0.087,0.699,0.087,0.086,0.361,0.824,0.225,0.102,0.09,0.7,0.087,0.087,0.357,0.874,0.227,0.195,0.087,0.708,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4110,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.445,0.912,0.257,0.128,0.089,0.765,0.088,0.087,0.361,0.822,0.225,0.098,0.087,0.701,0.087,0.086,0.363,0.825,0.225,0.103,0.089,0.702,0.087,0.087,0.359,0.874,0.227,0.194,0.087,0.71,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4120,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.449,0.913,0.257,0.129,0.089,0.766,0.088,0.087,0.362,0.823,0.225,0.099,0.087,0.702,0.087,0.086,0.365,0.825,0.227,0.103,0.09,0.703,0.087,0.087,0.362,0.874,0.228,0.194,0.087,0.711,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4130,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.451,0.913,0.259,0.13,0.089,0.768,0.088,0.087,0.364,0.826,0.226,0.099,0.087,0.703,0.087,0.086,0.366,0.824,0.226,0.103,0.09,0.704,0.087,0.087,0.364,0.874,0.229,0.194,0.087,0.712,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4140,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.453,0.913,0.259,0.129,0.089,0.769,0.088,0.087,0.365,0.822,0.227,0.101,0.087,0.705,0.087,0.086,0.366,0.825,0.227,0.103,0.089,0.705,0.087,0.087,0.364,0.874,0.23,0.197,0.087,0.714,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4150,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.454,0.913,0.26,0.131,0.089,0.771,0.088,0.087,0.366,0.821,0.227,0.101,0.087,0.706,0.087,0.086,0.368,0.824,0.228,0.103,0.089,0.707,0.087,0.087,0.366,0.874,0.23,0.194,0.087,0.715,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4160,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.456,0.914,0.261,0.13,0.089,0.772,0.088,0.087,0.367,0.821,0.228,0.101,0.087,0.707,0.087,0.086,0.369,0.824,0.228,0.104,0.089,0.708,0.087,0.087,0.369,0.874,0.231,0.194,0.087,0.717,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4170,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.458,0.913,0.261,0.131,0.089,0.773,0.088,0.087,0.369,0.824,0.228,0.101,0.087,0.709,0.087,0.086,0.37,0.824,0.229,0.104,0.089,0.709,0.087,0.087,0.371,0.874,0.231,0.195,0.087,0.717,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4180,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.461,0.914,0.262,0.133,0.089,0.774,0.088,0.087,0.37,0.82,0.229,0.1,0.087,0.709,0.087,0.086,0.371,0.823,0.229,0.104,0.09,0.71,0.087,0.087,0.372,0.875,0.232,0.194,0.087,0.719,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4190,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.462,0.914,0.263,0.135,0.089,0.776,0.088,0.087,0.371,0.821,0.23,0.1,0.087,0.711,0.087,0.086,0.372,0.823,0.23,0.103,0.09,0.711,0.087,0.087,0.374,0.875,0.232,0.196,0.087,0.721,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4200,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.461,0.914,0.264,0.136,0.089,0.777,0.088,0.087,0.372,0.822,0.231,0.101,0.087,0.711,0.087,0.086,0.373,0.822,0.23,0.105,0.09,0.713,0.087,0.087,0.376,0.875,0.232,0.194,0.087,0.722,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4210,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.463,0.915,0.264,0.138,0.089,0.779,0.088,0.087,0.373,0.822,0.231,0.101,0.087,0.712,0.087,0.086,0.375,0.822,0.23,0.106,0.089,0.714,0.087,0.087,0.378,0.875,0.233,0.195,0.087,0.723,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4220,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.464,0.915,0.265,0.138,0.089,0.78,0.088,0.087,0.374,0.824,0.231,0.102,0.087,0.714,0.087,0.086,0.375,0.822,0.231,0.105,0.09,0.715,0.087,0.087,0.377,0.875,0.234,0.194,0.088,0.725,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4230,0.088,0.088,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.467,0.915,0.265,0.139,0.089,0.782,0.088,0.087,0.376,0.824,0.232,0.103,0.087,0.715,0.087,0.086,0.376,0.822,0.232,0.105,0.09,0.716,0.087,0.087,0.379,0.875,0.234,0.192,0.087,0.726,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4240,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.469,0.915,0.266,0.139,0.089,0.783,0.088,0.087,0.377,0.819,0.234,0.102,0.087,0.716,0.087,0.086,0.377,0.821,0.232,0.106,0.09,0.717,0.087,0.087,0.381,0.875,0.235,0.192,0.087,0.727,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4250,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.471,0.914,0.266,0.14,0.089,0.784,0.088,0.087,0.379,0.823,0.236,0.102,0.087,0.718,0.087,0.086,0.38,0.822,0.233,0.106,0.089,0.718,0.087,0.087,0.384,0.875,0.235,0.193,0.087,0.728,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4260,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.471,0.915,0.267,0.144,0.089,0.786,0.088,0.087,0.38,0.82,0.236,0.102,0.087,0.719,0.087,0.086,0.381,0.821,0.234,0.107,0.089,0.72,0.087,0.087,0.384,0.876,0.236,0.194,0.087,0.73,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4270,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.472,0.916,0.268,0.143,0.089,0.787,0.088,0.087,0.381,0.821,0.237,0.103,0.087,0.72,0.087,0.086,0.382,0.82,0.234,0.107,0.089,0.721,0.087,0.087,0.385,0.876,0.236,0.193,0.087,0.731,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4280,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.475,0.916,0.269,0.143,0.089,0.789,0.088,0.087,0.381,0.82,0.236,0.103,0.087,0.721,0.087,0.086,0.383,0.821,0.235,0.107,0.09,0.721,0.087,0.087,0.387,0.876,0.237,0.192,0.087,0.732,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4290,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.474,0.916,0.269,0.146,0.089,0.79,0.088,0.087,0.383,0.819,0.237,0.104,0.087,0.722,0.087,0.086,0.383,0.82,0.235,0.107,0.089,0.723,0.087,0.087,0.388,0.876,0.237,0.193,0.087,0.734,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4300,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.477,0.916,0.27,0.148,0.089,0.792,0.088,0.087,0.384,0.82,0.237,0.104,0.087,0.724,0.087,0.086,0.384,0.821,0.236,0.108,0.09,0.724,0.087,0.087,0.39,0.875,0.238,0.192,0.087,0.735,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
4310,0.088,0.088,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.478,0.916,0.271,0.146,0.089,0.793,0.088,0.087,0.385,0.82,0.238,0.104,0.087,0.724,0.087,0.086,0.385,0.828,0.236,0.108,0.089,0.726,0.087,0.087,0.391,0.875,0.239,0.192,0.087,0.737,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
