Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
720,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.111,0.117,0.093,0.088,0.087,0.092,0.09,0.088,0.108,0.113,0.09,0.087,0.087,0.091,0.089,0.089,0.108,0.111,0.092,0.088,0.087,0.091,0.089,0.088,0.109,0.109,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
730,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.088,0.112,0.118,0.092,0.088,0.087,0.093,0.09,0.088,0.109,0.114,0.09,0.087,0.087,0.091,0.089,0.089,0.108,0.112,0.092,0.088,0.087,0.091,0.089,0.088,0.109,0.11,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
740,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.088,0.112,0.119,0.092,0.088,0.087,0.092,0.09,0.088,0.11,0.115,0.09,0.087,0.087,0.091,0.089,0.089,0.108,0.112,0.092,0.087,0.087,0.091,0.089,0.088,0.11,0.11,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
750,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.088,0.113,0.12,0.092,0.088,0.087,0.092,0.09,0.088,0.11,0.115,0.09,0.087,0.087,0.091,0.089,0.089,0.109,0.113,0.092,0.087,0.087,0.091,0.089,0.088,0.111,0.111,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
760,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.088,0.114,0.121,0.092,0.088,0.087,0.092,0.09,0.088,0.111,0.116,0.09,0.087,0.087,0.091,0.089,0.089,0.11,0.113,0.092,0.087,0.087,0.091,0.089,0.088,0.111,0.112,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
770,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.088,0.115,0.122,0.092,0.088,0.087,0.093,0.09,0.088,0.111,0.117,0.09,0.087,0.087,0.091,0.089,0.088,0.111,0.114,0.092,0.087,0.087,0.091,0.089,0.088,0.112,0.113,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
780,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.115,0.123,0.092,0.088,0.087,0.092,0.09,0.088,0.112,0.117,0.09,0.087,0.087,0.091,0.089,0.088,0.112,0.115,0.092,0.088,0.087,0.091,0.089,0.088,0.112,0.113,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
790,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.089,0.116,0.124,0.092,0.088,0.087,0.093,0.09,0.088,0.113,0.119,0.09,0.087,0.087,0.091,0.089,0.089,0.112,0.116,0.092,0.087,0.087,0.091,0.089,0.088,0.114,0.114,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
800,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.117,0.125,0.092,0.088,0.087,0.092,0.09,0.088,0.114,0.119,0.09,0.087,0.087,0.091,0.09,0.088,0.113,0.117,0.092,0.087,0.087,0.091,0.089,0.088,0.114,0.115,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
810,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.118,0.126,0.093,0.088,0.087,0.093,0.09,0.088,0.114,0.12,0.09,0.087,0.087,0.091,0.09,0.089,0.114,0.117,0.092,0.087,0.087,0.091,0.089,0.088,0.115,0.116,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
820,0.087,0.088,0.088,0.086,0.086,0.087,0.088,0.087,0.086,0.094,0.09,0.089,0.119,0.128,0.093,0.088,0.087,0.093,0.09,0.088,0.115,0.121,0.091,0.087,0.087,0.091,0.09,0.088,0.114,0.118,0.092,0.087,0.087,0.091,0.089,0.088,0.116,0.117,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
830,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.12,0.129,0.092,0.088,0.087,0.093,0.09,0.088,0.116,0.122,0.09,0.087,0.087,0.091,0.089,0.088,0.116,0.119,0.092,0.087,0.087,0.091,0.089,0.088,0.116,0.118,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
840,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.121,0.131,0.093,0.088,0.087,0.093,0.09,0.088,0.117,0.123,0.09,0.087,0.087,0.092,0.089,0.088,0.116,0.12,0.092,0.088,0.088,0.091,0.089,0.088,0.118,0.119,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
850,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.122,0.132,0.092,0.088,0.087,0.093,0.09,0.088,0.118,0.124,0.09,0.087,0.087,0.092,0.089,0.088,0.117,0.121,0.092,0.087,0.087,0.091,0.088,0.088,0.118,0.12,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
860,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.123,0.133,0.093,0.088,0.087,0.093,0.09,0.088,0.119,0.125,0.091,0.087,0.087,0.092,0.089,0.088,0.118,0.122,0.092,0.087,0.087,0.091,0.089,0.088,0.119,0.121,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
870,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.123,0.135,0.092,0.088,0.087,0.093,0.09,0.088,0.12,0.126,0.09,0.087,0.087,0.092,0.089,0.088,0.119,0.123,0.092,0.087,0.087,0.091,0.088,0.088,0.12,0.122,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
880,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.125,0.136,0.092,0.088,0.087,0.093,0.09,0.088,0.12,0.127,0.09,0.087,0.087,0.092,0.089,0.088,0.12,0.124,0.092,0.087,0.087,0.091,0.088,0.088,0.121,0.123,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
890,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.126,0.138,0.092,0.088,0.087,0.093,0.09,0.088,0.122,0.129,0.09,0.087,0.087,0.092,0.089,0.088,0.121,0.125,0.092,0.087,0.087,0.091,0.089,0.088,0.122,0.124,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
900,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.127,0.139,0.092,0.088,0.087,0.093,0.09,0.088,0.123,0.13,0.09,0.087,0.087,0.092,0.089,0.088,0.122,0.127,0.092,0.088,0.092,0.091,0.089,0.088,0.123,0.126,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
910,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.128,0.141,0.092,0.088,0.087,0.093,0.09,0.088,0.124,0.131,0.091,0.087,0.087,0.092,0.089,0.088,0.123,0.128,0.092,0.087,0.101,0.092,0.089,0.088,0.124,0.127,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
920,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.13,0.143,0.092,0.088,0.087,0.093,0.09,0.088,0.125,0.133,0.091,0.087,0.087,0.092,0.089,0.088,0.124,0.129,0.092,0.088,0.093,0.091,0.089,0.088,0.125,0.128,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
930,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.131,0.145,0.092,0.088,0.087,0.093,0.09,0.088,0.126,0.134,0.091,0.087,0.087,0.092,0.089,0.088,0.126,0.131,0.092,0.087,0.101,0.091,0.089,0.088,0.126,0.13,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
940,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.094,0.09,0.088,0.132,0.146,0.092,0.088,0.087,0.093,0.09,0.088,0.128,0.136,0.09,0.087,0.087,0.092,0.089,0.088,0.127,0.132,0.092,0.087,0.091,0.092,0.088,0.088,0.127,0.131,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
950,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.134,0.149,0.092,0.088,0.087,0.093,0.09,0.088,0.129,0.137,0.091,0.087,0.087,0.092,0.089,0.088,0.128,0.133,0.092,0.087,0.1,0.092,0.089,0.088,0.128,0.132,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
960,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.135,0.151,0.092,0.088,0.087,0.093,0.09,0.088,0.13,0.138,0.091,0.087,0.087,0.092,0.089,0.088,0.129,0.135,0.092,0.087,0.092,0.092,0.089,0.088,0.13,0.134,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
970,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.137,0.153,0.092,0.088,0.087,0.093,0.09,0.088,0.131,0.14,0.091,0.087,0.087,0.092,0.089,0.088,0.131,0.136,0.092,0.088,0.097,0.092,0.089,0.088,0.131,0.136,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
980,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.139,0.155,0.092,0.088,0.087,0.093,0.09,0.088,0.133,0.142,0.091,0.087,0.087,0.092,0.089,0.088,0.132,0.138,0.092,0.087,0.095,0.092,0.088,0.088,0.132,0.138,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
990,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.14,0.158,0.092,0.088,0.087,0.093,0.09,0.088,0.134,0.143,0.091,0.087,0.087,0.092,0.089,0.088,0.134,0.14,0.092,0.088,0.093,0.092,0.089,0.088,0.134,0.139,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1000,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.142,0.16,0.092,0.088,0.087,0.093,0.09,0.088,0.136,0.145,0.091,0.087,0.087,0.092,0.089,0.088,0.134,0.141,0.092,0.087,0.093,0.092,0.089,0.088,0.135,0.141,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1010,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.095,0.09,0.088,0.143,0.162,0.093,0.088,0.087,0.094,0.09,0.088,0.138,0.147,0.091,0.087,0.087,0.092,0.089,0.088,0.136,0.143,0.092,0.088,0.093,0.092,0.089,0.088,0.136,0.143,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1020,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.095,0.09,0.088,0.145,0.165,0.092,0.088,0.087,0.094,0.09,0.088,0.139,0.149,0.091,0.087,0.087,0.092,0.089,0.088,0.138,0.145,0.092,0.087,0.099,0.092,0.088,0.088,0.138,0.144,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1030,0.087,0.088,0.088,0.086,0.086,0.087,0.088,0.087,0.086,0.095,0.09,0.089,0.147,0.168,0.092,0.088,0.087,0.094,0.09,0.088,0.14,0.152,0.091,0.087,0.087,0.092,0.089,0.088,0.139,0.147,0.092,0.087,0.093,0.092,0.089,0.088,0.139,0.147,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1040,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.091,0.088,0.148,0.17,0.092,0.088,0.087,0.094,0.09,0.088,0.142,0.153,0.091,0.087,0.087,0.093,0.089,0.088,0.141,0.149,0.092,0.087,0.087,0.092,0.088,0.088,0.141,0.149,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1050,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.151,0.173,0.092,0.088,0.087,0.094,0.09,0.088,0.144,0.156,0.091,0.087,0.087,0.093,0.089,0.088,0.143,0.151,0.092,0.087,0.087,0.092,0.089,0.088,0.143,0.151,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1060,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.089,0.152,0.176,0.093,0.088,0.087,0.094,0.09,0.088,0.146,0.158,0.091,0.087,0.087,0.093,0.089,0.088,0.145,0.153,0.092,0.088,0.102,0.092,0.089,0.088,0.145,0.153,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1070,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.095,0.09,0.089,0.155,0.179,0.092,0.088,0.087,0.094,0.09,0.088,0.148,0.161,0.091,0.087,0.087,0.093,0.089,0.088,0.147,0.156,0.092,0.088,0.094,0.092,0.089,0.088,0.146,0.156,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1080,0.087,0.087,0.088,0.086,0.086,0.088,0.087,0.087,0.086,0.095,0.09,0.088,0.157,0.182,0.092,0.088,0.087,0.094,0.09,0.088,0.149,0.163,0.091,0.087,0.087,0.093,0.089,0.088,0.148,0.158,0.092,0.088,0.087,0.092,0.089,0.088,0.148,0.158,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1090,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.09,0.088,0.159,0.185,0.092,0.088,0.087,0.094,0.09,0.088,0.151,0.165,0.091,0.087,0.087,0.093,0.089,0.088,0.15,0.161,0.092,0.088,0.092,0.092,0.089,0.088,0.15,0.161,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1100,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.095,0.09,0.088,0.162,0.189,0.092,0.088,0.087,0.094,0.09,0.089,0.154,0.168,0.091,0.087,0.087,0.093,0.089,0.088,0.152,0.163,0.092,0.088,0.087,0.092,0.089,0.089,0.152,0.164,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1110,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.09,0.088,0.164,0.192,0.092,0.088,0.087,0.094,0.09,0.089,0.156,0.171,0.091,0.087,0.087,0.093,0.089,0.089,0.155,0.166,0.093,0.088,0.087,0.093,0.089,0.089,0.154,0.166,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1120,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.09,0.088,0.167,0.196,0.092,0.088,0.087,0.095,0.09,0.089,0.158,0.173,0.091,0.087,0.087,0.093,0.089,0.089,0.157,0.169,0.093,0.088,0.099,0.093,0.089,0.089,0.156,0.17,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1130,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.09,0.088,0.169,0.2,0.092,0.088,0.087,0.095,0.09,0.089,0.161,0.177,0.091,0.087,0.087,0.093,0.089,0.089,0.159,0.172,0.093,0.088,0.101,0.093,0.089,0.089,0.159,0.173,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1140,0.087,0.087,0.088,0.086,0.086,0.088,0.087,0.087,0.086,0.096,0.091,0.089,0.173,0.204,0.092,0.088,0.087,0.095,0.09,0.089,0.163,0.18,0.091,0.087,0.087,0.093,0.089,0.089,0.162,0.175,0.093,0.088,0.1,0.093,0.089,0.088,0.161,0.176,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1150,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.091,0.088,0.178,0.208,0.092,0.088,0.087,0.095,0.09,0.089,0.165,0.183,0.091,0.087,0.087,0.093,0.089,0.089,0.165,0.178,0.092,0.088,0.098,0.093,0.089,0.088,0.164,0.179,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1160,0.087,0.087,0.089,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.091,0.088,0.178,0.212,0.092,0.088,0.087,0.095,0.09,0.089,0.168,0.186,0.091,0.087,0.087,0.094,0.089,0.089,0.167,0.181,0.093,0.088,0.089,0.093,0.089,0.088,0.166,0.183,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1170,0.087,0.087,0.089,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.091,0.088,0.181,0.217,0.092,0.088,0.087,0.095,0.09,0.089,0.171,0.19,0.091,0.087,0.087,0.094,0.089,0.089,0.17,0.185,0.092,0.088,0.088,0.093,0.089,0.088,0.168,0.186,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1180,0.087,0.088,0.089,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.091,0.089,0.185,0.223,0.092,0.088,0.087,0.095,0.09,0.089,0.173,0.194,0.091,0.087,0.087,0.094,0.089,0.089,0.173,0.188,0.092,0.087,0.099,0.093,0.089,0.088,0.171,0.19,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1190,0.087,0.087,0.089,0.086,0.086,0.087,0.087,0.087,0.086,0.096,0.091,0.089,0.188,0.227,0.093,0.088,0.087,0.095,0.09,0.089,0.176,0.197,0.091,0.087,0.087,0.094,0.089,0.089,0.176,0.191,0.092,0.088,0.102,0.093,0.089,0.088,0.174,0.195,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1200,0.087,0.087,0.089,0.086,0.086,0.087,0.088,0.087,0.086,0.096,0.091,0.089,0.191,0.233,0.092,0.088,0.087,0.095,0.09,0.089,0.18,0.202,0.091,0.087,0.087,0.094,0.089,0.089,0.179,0.195,0.092,0.088,0.102,0.093,0.089,0.088,0.177,0.199,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1210,0.087,0.087,0.089,0.086,0.086,0.088,0.088,0.087,0.086,0.096,0.091,0.089,0.195,0.238,0.092,0.088,0.087,0.095,0.09,0.089,0.183,0.205,0.091,0.087,0.087,0.094,0.089,0.088,0.181,0.199,0.093,0.087,0.088,0.093,0.089,0.088,0.18,0.202,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1220,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.097,0.091,0.089,0.199,0.243,0.092,0.088,0.087,0.095,0.09,0.089,0.186,0.209,0.091,0.087,0.087,0.094,0.089,0.088,0.185,0.203,0.092,0.088,0.093,0.094,0.089,0.088,0.183,0.206,0.09,0.088,0.087,0.091,0.087,0.086,0.088,0.088,0.088,0.088,
1230,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.097,0.091,0.089,0.202,0.251,0.092,0.088,0.087,0.096,0.09,0.089,0.19,0.214,0.091,0.087,0.087,0.094,0.089,0.088,0.188,0.208,0.093,0.088,0.087,0.094,0.089,0.088,0.186,0.211,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1240,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.097,0.091,0.089,0.206,0.256,0.092,0.088,0.087,0.096,0.09,0.089,0.193,0.219,0.091,0.087,0.088,0.094,0.089,0.089,0.192,0.213,0.092,0.088,0.099,0.094,0.089,0.088,0.191,0.215,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1250,0.087,0.087,0.088,0.086,0.086,0.088,0.087,0.087,0.086,0.097,0.091,0.089,0.21,0.262,0.092,0.088,0.087,0.096,0.09,0.089,0.197,0.224,0.091,0.087,0.087,0.095,0.088,0.089,0.195,0.218,0.092,0.088,0.101,0.094,0.089,0.088,0.193,0.22,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1260,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.215,0.269,0.093,0.088,0.087,0.096,0.09,0.089,0.201,0.23,0.091,0.087,0.087,0.095,0.089,0.089,0.199,0.222,0.092,0.088,0.102,0.094,0.089,0.088,0.197,0.226,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1270,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.219,0.275,0.092,0.088,0.087,0.096,0.09,0.088,0.204,0.235,0.091,0.087,0.087,0.095,0.089,0.089,0.203,0.228,0.092,0.088,0.087,0.094,0.089,0.088,0.2,0.232,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1280,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.226,0.282,0.092,0.088,0.087,0.096,0.09,0.088,0.209,0.241,0.091,0.087,0.087,0.095,0.089,0.089,0.207,0.233,0.092,0.088,0.088,0.094,0.089,0.088,0.204,0.238,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1290,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.231,0.289,0.092,0.088,0.087,0.096,0.09,0.089,0.213,0.245,0.091,0.087,0.087,0.095,0.089,0.089,0.211,0.238,0.092,0.088,0.087,0.095,0.089,0.088,0.209,0.242,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1300,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.234,0.298,0.092,0.088,0.087,0.097,0.09,0.089,0.218,0.254,0.091,0.087,0.088,0.095,0.089,0.089,0.215,0.244,0.092,0.088,0.087,0.095,0.089,0.088,0.212,0.248,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1310,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.24,0.305,0.092,0.088,0.087,0.097,0.09,0.089,0.223,0.258,0.091,0.087,0.087,0.095,0.089,0.088,0.22,0.25,0.092,0.088,0.087,0.095,0.089,0.088,0.217,0.256,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1320,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.246,0.314,0.092,0.088,0.087,0.097,0.09,0.088,0.229,0.269,0.091,0.087,0.087,0.096,0.089,0.088,0.225,0.256,0.092,0.088,0.09,0.095,0.089,0.088,0.221,0.261,0.09,0.088,0.087,0.091,0.087,0.086,0.088,0.088,0.088,0.088,
1330,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.098,0.091,0.089,0.25,0.323,0.092,0.088,0.087,0.097,0.089,0.089,0.234,0.271,0.091,0.087,0.087,0.096,0.089,0.088,0.237,0.262,0.092,0.088,0.087,0.095,0.089,0.088,0.226,0.268,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1340,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.099,0.09,0.089,0.256,0.332,0.092,0.088,0.087,0.098,0.09,0.089,0.241,0.278,0.091,0.087,0.087,0.096,0.089,0.088,0.238,0.269,0.093,0.088,0.087,0.095,0.089,0.088,0.231,0.275,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1350,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.099,0.091,0.089,0.261,0.34,0.092,0.088,0.087,0.098,0.089,0.088,0.243,0.285,0.09,0.087,0.087,0.096,0.089,0.088,0.252,0.276,0.092,0.088,0.087,0.095,0.089,0.088,0.236,0.282,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1360,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.099,0.09,0.089,0.268,0.349,0.092,0.088,0.087,0.098,0.089,0.088,0.248,0.292,0.091,0.087,0.087,0.096,0.089,0.088,0.254,0.283,0.092,0.088,0.087,0.095,0.089,0.088,0.247,0.289,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1370,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.099,0.09,0.089,0.275,0.359,0.092,0.088,0.087,0.098,0.09,0.088,0.256,0.3,0.091,0.087,0.087,0.097,0.089,0.088,0.256,0.29,0.093,0.088,0.099,0.096,0.089,0.088,0.247,0.297,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1380,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.1,0.09,0.088,0.281,0.368,0.092,0.088,0.087,0.098,0.09,0.088,0.26,0.309,0.091,0.087,0.087,0.097,0.089,0.088,0.259,0.297,0.092,0.088,0.087,0.096,0.089,0.088,0.259,0.305,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1390,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.1,0.09,0.088,0.288,0.379,0.092,0.088,0.087,0.098,0.09,0.088,0.267,0.317,0.091,0.087,0.087,0.097,0.089,0.088,0.264,0.305,0.092,0.087,0.091,0.096,0.089,0.088,0.266,0.313,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1400,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.1,0.09,0.088,0.296,0.39,0.092,0.088,0.087,0.099,0.09,0.088,0.275,0.326,0.091,0.087,0.087,0.098,0.089,0.089,0.27,0.313,0.093,0.088,0.087,0.096,0.089,0.088,0.27,0.323,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1410,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.1,0.09,0.088,0.303,0.403,0.092,0.088,0.087,0.099,0.09,0.088,0.283,0.333,0.091,0.087,0.087,0.098,0.089,0.089,0.276,0.321,0.092,0.087,0.1,0.096,0.088,0.088,0.275,0.331,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
